text,tokens,labels,rationales
"The Global Times , a state-run newspaper known for its hawkish stance , said in an editorial that the event to commemorate the June 4 crackdown had "" clearly crossed the red line of the law "" as it was related to "" the most sensitive political issue "" in China .","['The', 'Global', 'Times', ',', 'a', 'state-run', 'newspaper', 'known', 'for', 'its', 'hawkish', 'stance', ',', 'said', 'in', 'an', 'editorial', 'that', 'the', 'event', 'to', 'commemorate', 'the', 'June', '4', 'crackdown', 'had', '""', 'clearly', 'crossed', 'the', 'red', 'line', 'of', 'the', 'law', '""', 'as', 'it', 'was', 'related', 'to', '""', 'the', 'most', 'sensitive', 'political', 'issue', '""', 'in', 'China', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"2 K form human chain to protest blocked road 24th July 2016 06:30 AM BENGALURU : IN an unprecedented show of strength , around 2,000 residents of Somasandrapalya , Haraluru , HSR Layout , Kudlu , Mangamanapalya , Hosapalya and surrounding areas gathered near Ravindra Bharathi Global School in HSR Layout on Saturday and formed a human chain near a wall constructed by Sobha Daffodil apartment .","['2', 'K', 'form', 'human', 'chain', 'to', 'protest', 'blocked', 'road', '24th', 'July', '2016', '06:30', 'AM', 'BENGALURU', ':', 'IN', 'an', 'unprecedented', 'show', 'of', 'strength', ',', 'around', '2,000', 'residents', 'of', 'Somasandrapalya', ',', 'Haraluru', ',', 'HSR', 'Layout', ',', 'Kudlu', ',', 'Mangamanapalya', ',', 'Hosapalya', 'and', 'surrounding', 'areas', 'gathered', 'near', 'Ravindra', 'Bharathi', 'Global', 'School', 'in', 'HSR', 'Layout', 'on', 'Saturday', 'and', 'formed', 'a', 'human', 'chain', 'near', 'a', 'wall', 'constructed', 'by', 'Sobha', 'Daffodil', 'apartment', '.']","['O', 'O', 'B-trigger', 'I-trigger', 'I-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'B-place', 'I-place', 'B-etime', 'I-etime', 'O', 'B-trigger', 'I-trigger', 'I-trigger', 'I-trigger', 'B-fname', 'I-fname', 'I-fname', 'O', 'O', 'B-target', 'I-target', 'I-target', 'O']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"There are 432 apartments here with around 2,000 residents . ” Emotions ran high as citizens and activists raised slogans against Sobha on Saturday .","['There', 'are', '432', 'apartments', 'here', 'with', 'around', '2,000', 'residents', '.', '”', 'Emotions', 'ran', 'high', 'as', 'citizens', 'and', 'activists', 'raised', 'slogans', 'against', 'Sobha', 'on', 'Saturday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'B-participant', 'B-trigger', 'I-trigger', 'O', 'B-target', 'B-etime', 'I-etime', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
"Kavitha Reddy , an activist and a local resident , said the protest was a message to all builders that encroachment is not acceptable .","['Kavitha', 'Reddy', ',', 'an', 'activist', 'and', 'a', 'local', 'resident', ',', 'said', 'the', 'protest', 'was', 'a', 'message', 'to', 'all', 'builders', 'that', 'encroachment', 'is', 'not', 'acceptable', '.']","['B-participant', 'I-participant', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Many schoolchildren were seen protesting along with their parents .,"['Many', 'schoolchildren', 'were', 'seen', 'protesting', 'along', 'with', 'their', 'parents', '.']","['O', 'B-participant', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'B-participant', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"ADILABAD : TRS condemns arrests March 11 , 2011 00:00 IST Telangana Rastra Samiti ( TRS ) on Thursday condemned arrests of Telangana protagonists from Adilabad district to foil the ‘ Million March ' .","['ADILABAD', ':', 'TRS', 'condemns', 'arrests', 'March', '11', ',', '2011', '00:00', 'IST', 'Telangana', 'Rastra', 'Samiti', '(', 'TRS', ')', 'on', 'Thursday', 'condemned', 'arrests', 'of', 'Telangana', 'protagonists', 'from', 'Adilabad', 'district', 'to', 'foil', 'the', '‘', 'Million', 'March', ""'"", '.']","['O', 'O', 'B-organizer', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'O', 'B-etime', 'I-etime', 'O', 'O', 'O', 'B-organizer', 'B-participant', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The party maintained that government should shoulder the responsibility for the violent incidents related with the agitation .,"['The', 'party', 'maintained', 'that', 'government', 'should', 'shoulder', 'the', 'responsibility', 'for', 'the', 'violent', 'incidents', 'related', 'with', 'the', 'agitation', '.']","['O', 'B-organizer', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
Addressing a press conference TRS leader B. Goverdhan Reddy and others said the march was a success despite the hurdles created by the government .,"['Addressing', 'a', 'press', 'conference', 'TRS', 'leader', 'B.', 'Goverdhan', 'Reddy', 'and', 'others', 'said', 'the', 'march', 'was', 'a', 'success', 'despite', 'the', 'hurdles', 'created', 'by', 'the', 'government', '.']","['O', 'O', 'O', 'O', 'B-organizer', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Meanwhile , pro-Telangana activists under the banner of Telangana Joint Action Committee formed a human chain and took the oath .","['Meanwhile', ',', 'pro-Telangana', 'activists', 'under', 'the', 'banner', 'of', 'Telangana', 'Joint', 'Action', 'Committee', 'formed', 'a', 'human', 'chain', 'and', 'took', 'the', 'oath', '.']","['O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'B-trigger', 'I-trigger', 'I-trigger', 'I-trigger', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
"In all , about 150 activists proceeding towards Hyderabad were detained by police on Thursday morning .","['In', 'all', ',', 'about', '150', 'activists', 'proceeding', 'towards', 'Hyderabad', 'were', 'detained', 'by', 'police', 'on', 'Thursday', 'morning', '.']","['O', 'O', 'O', 'O', 'O', 'B-participant', 'B-trigger', 'O', 'B-place', 'O', 'O', 'O', 'O', 'B-etime', 'I-etime', 'I-etime', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Attempts Karimnagar Staff Reporter adds : The district police foiled the attempts made by the TRS and pro-Telangana activists to proceed and participate in ‘ Million March ' in Hyderabad on Thursday with their arrests on various routes proceeding to the capital .,"['Attempts', 'Karimnagar', 'Staff', 'Reporter', 'adds', ':', 'The', 'district', 'police', 'foiled', 'the', 'attempts', 'made', 'by', 'the', 'TRS', 'and', 'pro-Telangana', 'activists', 'to', 'proceed', 'and', 'participate', 'in', '‘', 'Million', 'March', ""'"", 'in', 'Hyderabad', 'on', 'Thursday', 'with', 'their', 'arrests', 'on', 'various', 'routes', 'proceeding', 'to', 'the', 'capital', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-place', 'B-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Irked over the arrests , the protestors staged dharna .","['Irked', 'over', 'the', 'arrests', ',', 'the', 'protestors', 'staged', 'dharna', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
The TRS students ' wing activists staged dharna in front of Karimnagar One Town police flaying the arrests of their activists and obstructing them from proceeding to Hyderabad .,"['The', 'TRS', 'students', ""'"", 'wing', 'activists', 'staged', 'dharna', 'in', 'front', 'of', 'Karimnagar', 'One', 'Town', 'police', 'flaying', 'the', 'arrests', 'of', 'their', 'activists', 'and', 'obstructing', 'them', 'from', 'proceeding', 'to', 'Hyderabad', '.']","['O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'B-participant', 'O', 'B-trigger', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Orders Nizamabad Staff Reporter adds : Despite prohibitory orders imposed on the movement of Telangana protagonists many of them from the district managed to make it to the twin cities take part in the ‘ Million March ' held on Thursday .,"['Orders', 'Nizamabad', 'Staff', 'Reporter', 'adds', ':', 'Despite', 'prohibitory', 'orders', 'imposed', 'on', 'the', 'movement', 'of', 'Telangana', 'protagonists', 'many', 'of', 'them', 'from', 'the', 'district', 'managed', 'to', 'make', 'it', 'to', 'the', 'twin', 'cities', 'take', 'part', 'in', 'the', '‘', 'Million', 'March', ""'"", 'held', 'on', 'Thursday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-etime', 'I-etime', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"According to reports around 4,000 -5,000 Telangana activists from the district participated in the march hoodwinking the police .","['According', 'to', 'reports', 'around', '4,000', '-5,000', 'Telangana', 'activists', 'from', 'the', 'district', 'participated', 'in', 'the', 'march', 'hoodwinking', 'the', 'police', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Since two passenger trains were cancelled , engaging of private vehicles were restricted and each vehicle was thoroughly checked at all check-posts along the National Highway -7 many activists decided to give the march a miss .","['Since', 'two', 'passenger', 'trains', 'were', 'cancelled', ',', 'engaging', 'of', 'private', 'vehicles', 'were', 'restricted', 'and', 'each', 'vehicle', 'was', 'thoroughly', 'checked', 'at', 'all', 'check-posts', 'along', 'the', 'National', 'Highway', '-7', 'many', 'activists', 'decided', 'to', 'give', 'the', 'march', 'a', 'miss', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
People remained glued to the television boxes watching the incidents that unfolded during the march .,"['People', 'remained', 'glued', 'to', 'the', 'television', 'boxes', 'watching', 'the', 'incidents', 'that', 'unfolded', 'during', 'the', 'march', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
"Rally Nalgonda Correspondent adds : Police took into custody about 200 pro-Telangana activists with the sole purpose of preventing them from going to Hyderabad for participation in the ‘ Million March ' scheduled to take place between 1 and 4 p.m. Among those arrested here were Nalgonda employees JAC convener and TNGOs Union leader P. Venkateswar Murthy , co-convener Amarender Reddy , CPI district secretary Adi Reddy .","['Rally', 'Nalgonda', 'Correspondent', 'adds', ':', 'Police', 'took', 'into', 'custody', 'about', '200', 'pro-Telangana', 'activists', 'with', 'the', 'sole', 'purpose', 'of', 'preventing', 'them', 'from', 'going', 'to', 'Hyderabad', 'for', 'participation', 'in', 'the', '‘', 'Million', 'March', ""'"", 'scheduled', 'to', 'take', 'place', 'between', '1', 'and', '4', 'p.m.', 'Among', 'those', 'arrested', 'here', 'were', 'Nalgonda', 'employees', 'JAC', 'convener', 'and', 'TNGOs', 'Union', 'leader', 'P.', 'Venkateswar', 'Murthy', ',', 'co-convener', 'Amarender', 'Reddy', ',', 'CPI', 'district', 'secretary', 'Adi', 'Reddy', '.']","['B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Several pro-Telangana activists were arrested in Choutuppal , Bhongir and Miryalguda , where the Telugu Desam Party extended support to the agitation .","['Several', 'pro-Telangana', 'activists', 'were', 'arrested', 'in', 'Choutuppal', ',', 'Bhongir', 'and', 'Miryalguda', ',', 'where', 'the', 'Telugu', 'Desam', 'Party', 'extended', 'support', 'to', 'the', 'agitation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"The agitators staged ‘ rasto roko ' demonstrations at Veligonda , Nakrekal , Choutuppal and Bhongir towns in the district .","['The', 'agitators', 'staged', '‘', 'rasto', 'roko', ""'"", 'demonstrations', 'at', 'Veligonda', ',', 'Nakrekal', ',', 'Choutuppal', 'and', 'Bhongir', 'towns', 'in', 'the', 'district', '.']","['O', 'B-participant', 'O', 'O', 'B-trigger', 'I-trigger', 'O', 'B-trigger', 'O', 'B-place', 'O', 'B-place', 'O', 'B-place', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SC curbs on NIA questioning Sadhvi Pragya 09th July 2012 09:26 PM The Supreme Court Monday restrained the National Investigation Agency from interrogating Sadhvi Pragya Singh Thakur in connection with the 2007 murder of Rashtriya Swayamsewak Sangh activist Sunil Joshi in Madhya Pradesh .,"['SC', 'curbs', 'on', 'NIA', 'questioning', 'Sadhvi', 'Pragya', '09th', 'July', '2012', '09:26', 'PM', 'The', 'Supreme', 'Court', 'Monday', 'restrained', 'the', 'National', 'Investigation', 'Agency', 'from', 'interrogating', 'Sadhvi', 'Pragya', 'Singh', 'Thakur', 'in', 'connection', 'with', 'the', '2007', 'murder', 'of', 'Rashtriya', 'Swayamsewak', 'Sangh', 'activist', 'Sunil', 'Joshi', 'in', 'Madhya', 'Pradesh', '.']","['O', 'O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'I-participant', 'I-participant', 'O', 'O', 'O', 'O', 'B-etime', 'B-trigger', 'O', 'B-target', 'I-target', 'I-target', 'I-target', 'I-target', 'I-target', 'O', 'B-place', 'I-place', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Timeline of major Maoist attacks 17th May 2010 07:32 PM NEW DELHI : The deadly Maoist guerrilla attack on a civilian bus in Chhattisgarh 's Dantewada district Monday evening comes just over a month after the Left rebels ' audacious April 6 attack on security forces in the same area , killing 76 personnel .","['Timeline', 'of', 'major', 'Maoist', 'attacks', '17th', 'May', '2010', '07:32', 'PM', 'NEW', 'DELHI', ':', 'The', 'deadly', 'Maoist', 'guerrilla', 'attack', 'on', 'a', 'civilian', 'bus', 'in', 'Chhattisgarh', ""'s"", 'Dantewada', 'district', 'Monday', 'evening', 'comes', 'just', 'over', 'a', 'month', 'after', 'the', 'Left', 'rebels', ""'"", 'audacious', 'April', '6', 'attack', 'on', 'security', 'forces', 'in', 'the', 'same', 'area', ',', 'killing', '76', 'personnel', '.']","['O', 'O', 'O', 'B-participant', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O', 'B-place', 'O', 'B-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'B-etime', 'I-etime', 'B-trigger', 'O', 'B-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Some of the major Maoist guerrilla attacks in past : April 6 , 2010 : 76 security personnel , of whom 75 belonged to the Central Reserve Police Force ( CRPF ) , slaughtered by Maoists in the Chintalnar forested hamlet of Dantewada district .","['Some', 'of', 'the', 'major', 'Maoist', 'guerrilla', 'attacks', 'in', 'past', ':', 'April', '6', ',', '2010', ':', '76', 'security', 'personnel', ',', 'of', 'whom', '75', 'belonged', 'to', 'the', 'Central', 'Reserve', 'Police', 'Force', '(', 'CRPF', ')', ',', 'slaughtered', 'by', 'Maoists', 'in', 'the', 'Chintalnar', 'forested', 'hamlet', 'of', 'Dantewada', 'district', '.']","['O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'B-trigger', 'O', 'O', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'B-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'I-target', 'I-target', 'O', 'B-target', 'O', 'O', 'B-trigger', 'O', 'B-participant', 'O', 'O', 'B-place', 'O', 'O', 'O', 'B-place', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"April 4 , 2010 : Maoists detonate powerful landmine and blow up police bus in Koraput district , Orissa , killing around 10 Special Operations Group personnel and injuring 16 .","['April', '4', ',', '2010', ':', 'Maoists', 'detonate', 'powerful', 'landmine', 'and', 'blow', 'up', 'police', 'bus', 'in', 'Koraput', 'district', ',', 'Orissa', ',', 'killing', 'around', '10', 'Special', 'Operations', 'Group', 'personnel', 'and', 'injuring', '16', '.']","['B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'B-participant', 'B-trigger', 'O', 'O', 'O', 'B-trigger', 'I-trigger', 'B-target', 'O', 'O', 'B-place', 'O', 'O', 'B-place', 'O', 'B-trigger', 'O', 'O', 'B-target', 'I-target', 'I-target', 'I-target', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"March 23 , 2010 : Maoists blast a railway track in Bihar 's Gaya district , causing derailment of the Bhubaneswar-New Delhi Rajdhani Express .","['March', '23', ',', '2010', ':', 'Maoists', 'blast', 'a', 'railway', 'track', 'in', 'Bihar', ""'s"", 'Gaya', 'district', ',', 'causing', 'derailment', 'of', 'the', 'Bhubaneswar-New', 'Delhi', 'Rajdhani', 'Express', '.']","['B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'B-participant', 'B-trigger', 'O', 'B-fname', 'I-fname', 'O', 'B-place', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"On the same day , a landmine attack in Orissa leaves an empty freight train derailed and hitting railway services on the Howrah-Mumbai route .","['On', 'the', 'same', 'day', ',', 'a', 'landmine', 'attack', 'in', 'Orissa', 'leaves', 'an', 'empty', 'freight', 'train', 'derailed', 'and', 'hitting', 'railway', 'services', 'on', 'the', 'Howrah-Mumbai', 'route', '.']","['B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'B-trigger', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fname', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Feb 15 , 2010 : Around 100 Maoists storm a police camp in Silda , West Bengal , killing 24 policemen and looting arms .","['Feb', '15', ',', '2010', ':', 'Around', '100', 'Maoists', 'storm', 'a', 'police', 'camp', 'in', 'Silda', ',', 'West', 'Bengal', ',', 'killing', '24', 'policemen', 'and', 'looting', 'arms', '.']","['B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'B-participant', 'B-trigger', 'O', 'B-fname', 'I-fname', 'O', 'B-place', 'O', 'B-place', 'I-place', 'O', 'B-trigger', 'O', 'B-target', 'O', 'B-trigger', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"Oct 8 , 2009 : 17 policemen were killed in an ambush by Maoists at Laheri police station in Gadchiroli district of Maharashtra .","['Oct', '8', ',', '2009', ':', '17', 'policemen', 'were', 'killed', 'in', 'an', 'ambush', 'by', 'Maoists', 'at', 'Laheri', 'police', 'station', 'in', 'Gadchiroli', 'district', 'of', 'Maharashtra', '.']","['B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'B-target', 'O', 'B-trigger', 'O', 'O', 'B-trigger', 'O', 'B-participant', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'B-place', 'O', 'O', 'B-place', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"July 27 , 2009 : Six CRPF men killed in a landmine blast at Dantewada district in Chhattisgarh .","['July', '27', ',', '2009', ':', 'Six', 'CRPF', 'men', 'killed', 'in', 'a', 'landmine', 'blast', 'at', 'Dantewada', 'district', 'in', 'Chhattisgarh', '.']","['B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'B-target', 'O', 'B-trigger', 'O', 'O', 'O', 'B-trigger', 'O', 'B-place', 'O', 'O', 'B-place', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"July 12 , 2009 : Three separate attacks in Rajnandgaon district of Chhattisgarh claim the lives of 30 security personnel .","['July', '12', ',', '2009', ':', 'Three', 'separate', 'attacks', 'in', 'Rajnandgaon', 'district', 'of', 'Chhattisgarh', 'claim', 'the', 'lives', 'of', '30', 'security', 'personnel', '.']","['B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'B-trigger', 'O', 'B-place', 'O', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
