text,tokens,labels,rationales
"O acordo que havia sido fechado antes da greve entre sindicato e empresas não foi aceito pela base dos trabalhadores , que criaram uma dissidência e iniciaram a paralisação na tarde de segunda-feira ( 26 ) .","['O', 'acordo', 'que', 'havia', 'sido', 'fechado', 'antes', 'da', 'greve', 'entre', 'sindicato', 'e', 'empresas', 'não', 'foi', 'aceito', 'pela', 'base', 'dos', 'trabalhadores', ',', 'que', 'criaram', 'uma', 'dissidência', 'e', 'iniciaram', 'a', 'paralisação', 'na', 'tarde', 'de', 'segunda-feira', '(', '26', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"RETORNO DOS ÔNIBUS A expectativa das empresas é que , com o fim da greve , toda a frota de 2.500 ônibus volte a circular ainda esta tarde na capital baiana .","['RETORNO', 'DOS', 'ÔNIBUS', 'A', 'expectativa', 'das', 'empresas', 'é', 'que', ',', 'com', 'o', 'fim', 'da', 'greve', ',', 'toda', 'a', 'frota', 'de', '2.500', 'ônibus', 'volte', 'a', 'circular', 'ainda', 'esta', 'tarde', 'na', 'capital', 'baiana', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Apesar do assassinato recente dos prefeitos Celso Daniel , de Santo André , e Antonio da Costa Santos , de Campinas , o governador de São Paulo disse que não reforçou sua segurança nem a de sua família .","['Apesar', 'do', 'assassinato', 'recente', 'dos', 'prefeitos', 'Celso', 'Daniel', ',', 'de', 'Santo', 'André', ',', 'e', 'Antonio', 'da', 'Costa', 'Santos', ',', 'de', 'Campinas', ',', 'o', 'governador', 'de', 'São', 'Paulo', 'disse', 'que', 'não', 'reforçou', 'sua', 'segurança', 'nem', 'a', 'de', 'sua', 'família', '.']","['O', 'O', 'B-trigger', 'O', 'O', 'B-target', 'I-target', 'I-target', 'O', 'O', 'B-place', 'I-place', 'O', 'O', 'B-target', 'I-target', 'I-target', 'I-target', 'O', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
O Movimento dos Sem-Terra ( MST ) montou hoje mais um acampamento no Pontal do Paranapanema - a região de São Paulo que apresenta maiores tensões na área da reforma agrária .,"['O', 'Movimento', 'dos', 'Sem-Terra', '(', 'MST', ')', 'montou', 'hoje', 'mais', 'um', 'acampamento', 'no', 'Pontal', 'do', 'Paranapanema', '-', 'a', 'região', 'de', 'São', 'Paulo', 'que', 'apresenta', 'maiores', 'tensões', 'na', 'área', 'da', 'reforma', 'agrária', '.']","['O', 'B-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'O', 'O', 'B-etime', 'O', 'O', 'B-trigger', 'O', 'B-place', 'I-place', 'I-place', 'O', 'O', 'O', 'O', 'B-place', 'I-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Instalado às margens da rodovia que dá acesso à cidade de Euclides da Cunha Paulista , no extremo oeste do Estado , este é o sétimo acampamento criado pelo MST na região em menos de dois meses .","['Instalado', 'às', 'margens', 'da', 'rodovia', 'que', 'dá', 'acesso', 'à', 'cidade', 'de', 'Euclides', 'da', 'Cunha', 'Paulista', ',', 'no', 'extremo', 'oeste', 'do', 'Estado', ',', 'este', 'é', 'o', 'sétimo', 'acampamento', 'criado', 'pelo', 'MST', 'na', 'região', 'em', 'menos', 'de', 'dois', 'meses', '.']","['O', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'I-place', 'I-place', 'I-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-organizer', 'O', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Na sexta-feira já havia sido montado um acampamento em Teodoro Sampaio , num terreno pertencente à prefeitura da cidade e também localizado na rodovia de acesso .","['Na', 'sexta-feira', 'já', 'havia', 'sido', 'montado', 'um', 'acampamento', 'em', 'Teodoro', 'Sampaio', ',', 'num', 'terreno', 'pertencente', 'à', 'prefeitura', 'da', 'cidade', 'e', 'também', 'localizado', 'na', 'rodovia', 'de', 'acesso', '.']","['B-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-place', 'I-place', 'O', 'B-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ontem pela manhã podiam ser contados quase cinqüenta barracos de lona preta naquela área , ao mesmo tempo que outro estava sendo erguido .","['Ontem', 'pela', 'manhã', 'podiam', 'ser', 'contados', 'quase', 'cinqüenta', 'barracos', 'de', 'lona', 'preta', 'naquela', 'área', ',', 'ao', 'mesmo', 'tempo', 'que', 'outro', 'estava', 'sendo', 'erguido', '.']","['B-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
A maioria dos acampados é formada por moradores de Teodoro.O acampamento de Euclides da Cunha Paulista foi criado a partir da iniciativa de filhos de trabalhadores rurais que já foram assentados no processo de reforma agrária da região do Pontal .,"['A', 'maioria', 'dos', 'acampados', 'é', 'formada', 'por', 'moradores', 'de', 'Teodoro.O', 'acampamento', 'de', 'Euclides', 'da', 'Cunha', 'Paulista', 'foi', 'criado', 'a', 'partir', 'da', 'iniciativa', 'de', 'filhos', 'de', 'trabalhadores', 'rurais', 'que', 'já', 'foram', 'assentados', 'no', 'processo', 'de', 'reforma', 'agrária', 'da', 'região', 'do', 'Pontal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-place', 'I-place', 'I-place', 'I-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'I-participant', 'I-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ontem , a organização do movimento estava arregimentando pessoas da cidade para engrossar aquele acampamento.EvoluçãoOs militantes do MST que atuam no trabalho de arregimentação têm argumentado , nas reuniões que promovem com grupos de dez a vinte pessoas , especialmente nas áreas mais pobres das cidades do Pontal , que a reforma agrária no governo de Luiz Inácio Lula da Silva será intensificada .","['Ontem', ',', 'a', 'organização', 'do', 'movimento', 'estava', 'arregimentando', 'pessoas', 'da', 'cidade', 'para', 'engrossar', 'aquele', 'acampamento.EvoluçãoOs', 'militantes', 'do', 'MST', 'que', 'atuam', 'no', 'trabalho', 'de', 'arregimentação', 'têm', 'argumentado', ',', 'nas', 'reuniões', 'que', 'promovem', 'com', 'grupos', 'de', 'dez', 'a', 'vinte', 'pessoas', ',', 'especialmente', 'nas', 'áreas', 'mais', 'pobres', 'das', 'cidades', 'do', 'Pontal', ',', 'que', 'a', 'reforma', 'agrária', 'no', 'governo', 'de', 'Luiz', 'Inácio', 'Lula', 'da', 'Silva', 'será', 'intensificada', '.']","['B-etime', 'O', 'O', 'O', 'O', 'B-organizer', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-participant', 'O', 'B-organizer', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Durante um encontro realizado ontem em Teodoro Sampaio , um desses militantes levava nas mãos um recorte de jornal com a declaração do ministro do Desenvolvimento Agrário , Miguel Rossetto , de que o governo pretende assentar todos os acampados que mostram disposição para o trabalho.Outro motivo para a rápida criação de novos assentamentos é a expectativa de que representantes do Instituto Nacional de Colonização e Reforma Agrária ( Incra ) estarão na região nos próximos dias para cadastrar todos os acampados.Os outros quatro acampamentos do MST criados nos últimos dois meses no Pontal estão localizados em Sandovalina , Pirapozinho , Presidente Epitácio e Marabá Paulista .","['Durante', 'um', 'encontro', 'realizado', 'ontem', 'em', 'Teodoro', 'Sampaio', ',', 'um', 'desses', 'militantes', 'levava', 'nas', 'mãos', 'um', 'recorte', 'de', 'jornal', 'com', 'a', 'declaração', 'do', 'ministro', 'do', 'Desenvolvimento', 'Agrário', ',', 'Miguel', 'Rossetto', ',', 'de', 'que', 'o', 'governo', 'pretende', 'assentar', 'todos', 'os', 'acampados', 'que', 'mostram', 'disposição', 'para', 'o', 'trabalho.Outro', 'motivo', 'para', 'a', 'rápida', 'criação', 'de', 'novos', 'assentamentos', 'é', 'a', 'expectativa', 'de', 'que', 'representantes', 'do', 'Instituto', 'Nacional', 'de', 'Colonização', 'e', 'Reforma', 'Agrária', '(', 'Incra', ')', 'estarão', 'na', 'região', 'nos', 'próximos', 'dias', 'para', 'cadastrar', 'todos', 'os', 'acampados.Os', 'outros', 'quatro', 'acampamentos', 'do', 'MST', 'criados', 'nos', 'últimos', 'dois', 'meses', 'no', 'Pontal', 'estão', 'localizados', 'em', 'Sandovalina', ',', 'Pirapozinho', ',', 'Presidente', 'Epitácio', 'e', 'Marabá', 'Paulista', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-organizer', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'B-place', 'O', 'O', 'O', 'B-place', 'O', 'B-place', 'O', 'B-place', 'I-place', 'O', 'B-place', 'I-place', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Por algo menos concreto , os espanhóis estão acampados em Madri há dias contra o `` clima de corrupção '' no país .","['Por', 'algo', 'menos', 'concreto', ',', 'os', 'espanhóis', 'estão', 'acampados', 'em', 'Madri', 'há', 'dias', 'contra', 'o', '``', 'clima', 'de', 'corrupção', ""''"", 'no', 'país', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'B-trigger', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Em São Paulo , vimos duas pequenas amostras do que é possível com elas : a manifestação a favor do metrô no bairro de Higienópolis e , agora , a controversa mobilização da Marcha da Maconha .","['Em', 'São', 'Paulo', ',', 'vimos', 'duas', 'pequenas', 'amostras', 'do', 'que', 'é', 'possível', 'com', 'elas', ':', 'a', 'manifestação', 'a', 'favor', 'do', 'metrô', 'no', 'bairro', 'de', 'Higienópolis', 'e', ',', 'agora', ',', 'a', 'controversa', 'mobilização', 'da', 'Marcha', 'da', 'Maconha', '.']","['O', 'B-place', 'I-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'I-trigger', 'I-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
"Há cerca de três meses a Vale endureceu sua posição e passou a questionar publicamente o volume de repasses de recursos para os índios do Pará , através da Funai , o que levou os indígenas a invadir as ferrovias da empresa na região .","['Há', 'cerca', 'de', 'três', 'meses', 'a', 'Vale', 'endureceu', 'sua', 'posição', 'e', 'passou', 'a', 'questionar', 'publicamente', 'o', 'volume', 'de', 'repasses', 'de', 'recursos', 'para', 'os', 'índios', 'do', 'Pará', ',', 'através', 'da', 'Funai', ',', 'o', 'que', 'levou', 'os', 'indígenas', 'a', 'invadir', 'as', 'ferrovias', 'da', 'empresa', 'na', 'região', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'B-trigger', 'O', 'B-fname', 'O', 'B-target', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"`` Só temos problemas com a comunidade xikrin , do Pará , que invadiu dependências da companhia '' , disse Rego .","['``', 'Só', 'temos', 'problemas', 'com', 'a', 'comunidade', 'xikrin', ',', 'do', 'Pará', ',', 'que', 'invadiu', 'dependências', 'da', 'companhia', ""''"", ',', 'disse', 'Rego', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'O', 'O', 'O', 'B-place', 'O', 'O', 'B-trigger', 'B-fname', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Um ônibus foi incendiado na rua Olho D'Água dos Borges , na Vila Sílvia , zona leste de São Paulo , por volta das 21h30 de ontem ( 20 ) .","['Um', 'ônibus', 'foi', 'incendiado', 'na', 'rua', 'Olho', ""D'Água"", 'dos', 'Borges', ',', 'na', 'Vila', 'Sílvia', ',', 'zona', 'leste', 'de', 'São', 'Paulo', ',', 'por', 'volta', 'das', '21h30', 'de', 'ontem', '(', '20', ')', '.']","['O', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'B-place', 'I-place', 'O', 'O', 'O', 'O', 'B-place', 'I-place', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'O']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Grande SP tem chacina , nove mortos e ônibus incendiado O ônibus estava parado no ponto final quando cinco homens , três deles armados , mandaram o motorista e o cobrador descerem do coletivo .","['Grande', 'SP', 'tem', 'chacina', ',', 'nove', 'mortos', 'e', 'ônibus', 'incendiado', 'O', 'ônibus', 'estava', 'parado', 'no', 'ponto', 'final', 'quando', 'cinco', 'homens', ',', 'três', 'deles', 'armados', ',', 'mandaram', 'o', 'motorista', 'e', 'o', 'cobrador', 'descerem', 'do', 'coletivo', '.']","['B-place', 'I-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
A quadrilha espalhou combustível no ônibus e ateou fogo .,"['A', 'quadrilha', 'espalhou', 'combustível', 'no', 'ônibus', 'e', 'ateou', 'fogo', '.']","['O', 'B-organizer', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'I-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
"Milhares de manifestantes já estão nas ruas do Rio de Janeiro , Recife , de Belo Horizonte , Salvador , Brasília e outras cidades —a maioria das pessoas veste cores verde e amarelo .","['Milhares', 'de', 'manifestantes', 'já', 'estão', 'nas', 'ruas', 'do', 'Rio', 'de', 'Janeiro', ',', 'Recife', ',', 'de', 'Belo', 'Horizonte', ',', 'Salvador', ',', 'Brasília', 'e', 'outras', 'cidades', '—a', 'maioria', 'das', 'pessoas', 'veste', 'cores', 'verde', 'e', 'amarelo', '.']","['O', 'O', 'B-participant', 'O', 'B-trigger', 'I-trigger', 'I-trigger', 'O', 'B-place', 'I-place', 'I-place', 'O', 'B-place', 'O', 'O', 'B-place', 'I-place', 'O', 'B-place', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Protestos Durante toda essa semana , a possibilidade de um não-pagamento da primeira parcela do 13º salário provocou rumores de greve e foi um dos fatores que motivou a paralisação da viação Expresso Paulistano -em manifestação que interditou as ruas centrais da cidade durante três dias consecutivos .","['Protestos', 'Durante', 'toda', 'essa', 'semana', ',', 'a', 'possibilidade', 'de', 'um', 'não-pagamento', 'da', 'primeira', 'parcela', 'do', '13º', 'salário', 'provocou', 'rumores', 'de', 'greve', 'e', 'foi', 'um', 'dos', 'fatores', 'que', 'motivou', 'a', 'paralisação', 'da', 'viação', 'Expresso', 'Paulistano', '-em', 'manifestação', 'que', 'interditou', 'as', 'ruas', 'centrais', 'da', 'cidade', 'durante', 'três', 'dias', 'consecutivos', '.']","['B-trigger', 'O', 'O', 'B-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-target', 'I-target', 'O', 'B-trigger', 'O', 'B-trigger', 'O', 'B-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Um grupo de servidores federais em greve no Arquivo Nacional barrou nesta tarde a entrada do ex-procurador-geral da República , Cláudio Fonteles , membro da Comissão da Verdade , que havia marcado uma reunião com a direção da instituição .","['Um', 'grupo', 'de', 'servidores', 'federais', 'em', 'greve', 'no', 'Arquivo', 'Nacional', 'barrou', 'nesta', 'tarde', 'a', 'entrada', 'do', 'ex-procurador-geral', 'da', 'República', ',', 'Cláudio', 'Fonteles', ',', 'membro', 'da', 'Comissão', 'da', 'Verdade', ',', 'que', 'havia', 'marcado', 'uma', 'reunião', 'com', 'a', 'direção', 'da', 'instituição', '.']","['O', 'O', 'O', 'B-participant', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'B-trigger', 'B-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Contudo , ao chegar ao prédio , por volta das 15h , Fonteles foi barrado por um grupo de servidores em frente à entrada principal .","['Contudo', ',', 'ao', 'chegar', 'ao', 'prédio', ',', 'por', 'volta', 'das', '15h', ',', 'Fonteles', 'foi', 'barrado', 'por', 'um', 'grupo', 'de', 'servidores', 'em', 'frente', 'à', 'entrada', 'principal', '.']","['O', 'O', 'O', 'O', 'O', 'B-fname', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'B-participant', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Como os grevistas não arredaram pé da entrada , Fonteles foi embora .","['Como', 'os', 'grevistas', 'não', 'arredaram', 'pé', 'da', 'entrada', ',', 'Fonteles', 'foi', 'embora', '.']","['O', 'O', 'B-participant', 'B-trigger', 'I-trigger', 'I-trigger', 'B-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Os servidores do Arquivo ( 400 no Rio de Janeiro e 50 em Brasília ) começaram a greve na última terça-feira , em protesto contra a falta de um plano de carreira para a categoria .","['Os', 'servidores', 'do', 'Arquivo', '(', '400', 'no', 'Rio', 'de', 'Janeiro', 'e', '50', 'em', 'Brasília', ')', 'começaram', 'a', 'greve', 'na', 'última', 'terça-feira', ',', 'em', 'protesto', 'contra', 'a', 'falta', 'de', 'um', 'plano', 'de', 'carreira', 'para', 'a', 'categoria', '.']","['O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'B-place', 'I-place', 'I-place', 'O', 'O', 'O', 'B-place', 'O', 'O', 'O', 'B-trigger', 'B-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Maria Rita Aderaldo , vice-presidente da Assan ( Associação dos Servidores do Arquivo Nacional ) , disse que Fonteles foi barrado `` para que a greve tivesse eficácia , não temos nada contra a comissão , pelo contrário '' .","['Maria', 'Rita', 'Aderaldo', ',', 'vice-presidente', 'da', 'Assan', '(', 'Associação', 'dos', 'Servidores', 'do', 'Arquivo', 'Nacional', ')', ',', 'disse', 'que', 'Fonteles', 'foi', 'barrado', '``', 'para', 'que', 'a', 'greve', 'tivesse', 'eficácia', ',', 'não', 'temos', 'nada', 'contra', 'a', 'comissão', ',', 'pelo', 'contrário', ""''"", '.']","['B-participant', 'I-participant', 'I-participant', 'O', 'B-participant', 'O', 'B-organizer', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
